"FIPS","County","Year","Population","Primary Point"
"19071","Fremont County","April 01, 2010","7,441","POINT (-95.6046765 40.7455892)"
"19039","Clarke County","July 01, 2024","9,524","POINT (-93.7851579 41.0290323)"
"19189","Winnebago County","July 01, 1993","11,850","POINT (-93.7341955 43.3775678)"
"19157","Poweshiek County","April 01, 1990","19,033","POINT (-92.5314684 41.6864422)"
"19031","Cedar County","July 01, 2024","18,231","POINT (-91.1324125 41.7723207)"
"19175","Union County","July 01, 2019","12,241","POINT (-94.2423792 41.0277304)"
"19009","Audubon County","July 01, 2002","6,549","POINT (-94.9058222 41.6845893)"
"19143","Osceola County","July 01, 1993","7,246","POINT (-95.6236852 43.3785704)"
"19081","Hancock County","July 01, 2024","10,616","POINT (-93.7342723 43.0818861)"
"19091","Humboldt County","July 01, 2006","9,762","POINT (-94.2071868 42.7764686)"
"19009","Audubon County","July 01, 2024","5,562","POINT (-94.9058222 41.6845893)"
"19047","Crawford County","July 01, 1997","16,775","POINT (-95.3819678 42.0372125)"
"19195","Worth County","July 01, 2022","7,316","POINT (-93.2608476 43.3773984)"
"19139","Muscatine County","July 01, 2014","43,028","POINT (-91.1127562 41.4839221)"
"19047","Crawford County","July 01, 2023","16,138","POINT (-95.3819678 42.0372125)"
"19177","Van Buren County","July 01, 2014","7,390","POINT (-91.9499871 40.7532294)"
"19193","Woodbury County","July 01, 2008","101,971","POINT (-96.0447673 42.3897169)"
"19023","Butler County","July 01, 1999","15,406","POINT (-92.7901934 42.7315661)"
"19085","Harrison County","July 01, 1997","15,400","POINT (-95.8169209 41.6828528)"
"19171","Tama County","July 01, 2017","17,029","POINT (-92.5325425 42.0798117)"
"19057","Des Moines County","July 01, 1996","42,936","POINT (-91.1814707 40.9231829)"
"19049","Dallas County","July 01, 1994","32,262","POINT (-94.0397374 41.6848862)"
"19005","Allamakee County","July 01, 2019","13,687","POINT (-91.3780923 43.2842838)"
"19103","Johnson County","July 01, 2002","115,560","POINT (-91.5880849 41.6715511)"
"19025","Calhoun County","July 01, 2002","10,719","POINT (-94.6404136 42.3851848)"
"19183","Washington County","July 01, 2007","21,152","POINT (-91.7178676 41.335591)"
"19005","Allamakee County","July 01, 2024","14,184","POINT (-91.3780923 43.2842838)"
"19161","Sac County","July 01, 1992","12,156","POINT (-95.1053946 42.3862604)"
"19019","Buchanan County","July 01, 2007","20,975","POINT (-91.8378392 42.4707777)"
"19037","Chickasaw County","July 01, 1991","13,288","POINT (-92.3176637 43.0600414)"
"19137","Montgomery County","July 01, 1995","11,992","POINT (-95.1563758 41.03014)"
"19109","Kossuth County","July 01, 2016","15,104","POINT (-94.2067199 43.20413)"
"19007","Appanoose County","July 01, 1995","13,726","POINT (-92.8686104 40.7431635)"
"19193","Woodbury County","July 01, 2016","102,686","POINT (-96.0447673 42.3897169)"
"19193","Woodbury County","April 01, 1990","98,276","POINT (-96.0447673 42.3897169)"
"19063","Emmet County","July 01, 1995","11,501","POINT (-94.6784803 43.3780225)"
"19115","Louisa County","July 01, 2014","11,250","POINT (-91.2596184 41.2185073)"
"19005","Allamakee County","July 01, 2015","13,874","POINT (-91.3780923 43.2842838)"
"19075","Grundy County","April 01, 2020","12,329","POINT (-92.7914177 42.4018651)"
"19197","Wright County","July 01, 1998","14,560","POINT (-93.7351465 42.7331189)"
"19043","Clayton County","July 01, 2022","17,058","POINT (-91.3414328 42.8447493)"
"19181","Warren County","July 01, 2015","48,468","POINT (-93.5613594 41.3343735)"
"19061","Dubuque County","July 01, 2023","98,988","POINT (-90.8824564 42.468832)"
"19087","Henry County","July 01, 2009","19,929","POINT (-91.5445241 40.9879383)"
"19085","Harrison County","July 01, 2002","15,497","POINT (-95.8169209 41.6828528)"
"19179","Wapello County","July 01, 2016","35,265","POINT (-92.4094499 41.0305845)"
"19155","Pottawattamie County","July 01, 2005","88,960","POINT (-95.5423935 41.3366123)"
"19111","Lee County","July 01, 2013","35,236","POINT (-91.479264 40.6419764)"
"19109","Kossuth County","July 01, 2018","14,878","POINT (-94.2067199 43.20413)"
"19043","Clayton County","July 01, 2005","17,853","POINT (-91.3414328 42.8447493)"
"19095","Iowa County","July 01, 2024","16,423","POINT (-92.065524 41.6863229)"
"19097","Jackson County","July 01, 2018","19,427","POINT (-90.5742294 42.1717426)"
"19061","Dubuque County","July 01, 2024","99,242","POINT (-90.8824564 42.468832)"
"19137","Montgomery County","July 01, 2022","10,210","POINT (-95.1563758 41.03014)"
"19191","Winneshiek County","July 01, 2021","19,944","POINT (-91.8437074 43.2906746)"
"19165","Shelby County","July 01, 2024","11,821","POINT (-95.3102113 41.6850926)"
"19009","Audubon County","July 01, 2007","6,132","POINT (-94.9058222 41.6845893)"
"19033","Cerro Gordo County","July 01, 1999","46,950","POINT (-93.2608184 43.0815577)"
"19117","Lucas County","July 01, 2008","9,337","POINT (-93.3277207 41.0293738)"
"19003","Adams County","July 01, 2019","3,602","POINT (-94.6991849 41.0289839)"
"19195","Worth County","July 01, 2001","7,801","POINT (-93.2608476 43.3773984)"
"19189","Winnebago County","July 01, 1998","11,876","POINT (-93.7341955 43.3775678)"
"19129","Mills County","July 01, 2006","15,139","POINT (-95.6213267 41.0334523)"
"19067","Floyd County","July 01, 1995","17,062","POINT (-92.7890033 43.0599208)"
"19169","Story County","July 01, 1997","76,937","POINT (-93.4650448 42.0362415)"
"19145","Page County","July 01, 2007","15,913","POINT (-95.1501747 40.7391444)"
"19177","Van Buren County","April 01, 2010","7,570","POINT (-91.9499871 40.7532294)"
"19181","Warren County","July 01, 2009","45,275","POINT (-93.5613594 41.3343735)"
"19163","Scott County","July 01, 1994","155,375","POINT (-90.6232428 41.6370978)"
"19059","Dickinson County","July 01, 1993","15,245","POINT (-95.1508301 43.3779848)"
"19045","Clinton County","July 01, 2012","48,701","POINT (-90.5319724 41.8980358)"
"19071","Fremont County","July 01, 2016","6,947","POINT (-95.6046765 40.7455892)"
"19053","Decatur County","July 01, 1992","8,185","POINT (-93.7862815 40.7376827)"
"19083","Hardin County","April 01, 2000","18,812","POINT (-93.2404025 42.3838803)"
"19089","Howard County","July 01, 1999","9,999","POINT (-92.3171989 43.3567673)"
"19003","Adams County","July 01, 2012","3,910","POINT (-94.6991849 41.0289839)"
"19151","Pocahontas County","July 01, 2022","7,090","POINT (-94.6787466 42.7341351)"
"19115","Louisa County","July 01, 2009","11,245","POINT (-91.2596184 41.2185073)"
"19047","Crawford County","July 01, 1991","16,737","POINT (-95.3819678 42.0372125)"
"19183","Washington County","July 01, 2006","21,100","POINT (-91.7178676 41.335591)"
"19179","Wapello County","July 01, 1997","36,052","POINT (-92.4094499 41.0305845)"
"19007","Appanoose County","July 01, 2012","12,707","POINT (-92.8686104 40.7431635)"
"19049","Dallas County","July 01, 2003","46,308","POINT (-94.0397374 41.6848862)"
"19121","Madison County","April 01, 2000","14,019","POINT (-94.0155619 41.3307142)"
"19165","Shelby County","July 01, 2006","12,305","POINT (-95.3102113 41.6850926)"
"19107","Keokuk County","July 01, 2009","10,562","POINT (-92.1786426 41.336465)"
"19103","Johnson County","July 01, 1997","105,355","POINT (-91.5880849 41.6715511)"
"19101","Jefferson County","July 01, 2013","17,629","POINT (-91.9488774 41.0317596)"
"19071","Fremont County","July 01, 2012","7,141","POINT (-95.6046765 40.7455892)"
"19075","Grundy County","July 01, 2007","12,085","POINT (-92.7914177 42.4018651)"
"19117","Lucas County","July 01, 2021","8,708","POINT (-93.3277207 41.0293738)"
"19161","Sac County","July 01, 2021","9,771","POINT (-95.1053946 42.3862604)"
"19137","Montgomery County","July 01, 2013","10,404","POINT (-95.1563758 41.03014)"
"19069","Franklin County","July 01, 1992","11,314","POINT (-93.262473 42.7325458)"
"19119","Lyon County","July 01, 2005","11,449","POINT (-96.2102924 43.380497)"
"19067","Floyd County","July 01, 2012","16,087","POINT (-92.7890033 43.0599208)"
"19141","O'Brien County","July 01, 1997","15,456","POINT (-95.6248784 43.0837527)"
"19145","Page County","July 01, 2015","15,462","POINT (-95.1501747 40.7391444)"
"19135","Monroe County","July 01, 2013","7,979","POINT (-92.8689877 41.0297826)"
"19073","Greene County","July 01, 2013","9,159","POINT (-94.3968356 42.0362394)"
"19055","Delaware County","July 01, 2001","18,212","POINT (-91.3673502 42.471211)"
"19113","Linn County","July 01, 1998","185,450","POINT (-91.5989646 42.0789478)"
"19035","Cherokee County","July 01, 2015","11,483","POINT (-95.6238055 42.7356226)"
"19129","Mills County","July 01, 1991","13,168","POINT (-95.6213267 41.0334523)"
"19137","Montgomery County","July 01, 2017","10,112","POINT (-95.1563758 41.03014)"
"19163","Scott County","July 01, 2004","159,323","POINT (-90.6232428 41.6370978)"
"19139","Muscatine County","July 01, 2002","41,803","POINT (-91.1127562 41.4839221)"
"19101","Jefferson County","July 01, 2012","17,278","POINT (-91.9488774 41.0317596)"
"19067","Floyd County","July 01, 2011","16,095","POINT (-92.7890033 43.0599208)"
"19129","Mills County","July 01, 2001","14,482","POINT (-95.6213267 41.0334523)"
"19071","Fremont County","April 01, 2000","8,010","POINT (-95.6046765 40.7455892)"
"19045","Clinton County","July 01, 2006","49,264","POINT (-90.5319724 41.8980358)"
"19127","Marshall County","July 01, 2021","39,915","POINT (-92.9987706 42.0358499)"
"19085","Harrison County","April 01, 2020","14,582","POINT (-95.8169209 41.6828528)"
"19175","Union County","April 01, 1990","12,750","POINT (-94.2423792 41.0277304)"
"19191","Winneshiek County","April 01, 2000","21,310","POINT (-91.8437074 43.2906746)"
"19085","Harrison County","July 01, 1992","14,712","POINT (-95.8169209 41.6828528)"
"19033","Cerro Gordo County","July 01, 1994","46,904","POINT (-93.2608184 43.0815577)"
"19157","Poweshiek County","July 01, 2003","18,806","POINT (-92.5314684 41.6864422)"
"19097","Jackson County","July 01, 2004","20,078","POINT (-90.5742294 42.1717426)"
"19193","Woodbury County","July 01, 2017","102,132","POINT (-96.0447673 42.3897169)"
"19159","Ringgold County","April 01, 2020","4,663","POINT (-94.2439719 40.7352023)"
"19101","Jefferson County","July 01, 2002","15,806","POINT (-91.9488774 41.0317596)"
"19159","Ringgold County","July 01, 2016","4,985","POINT (-94.2439719 40.7352023)"
"19029","Cass County","July 01, 1995","15,168","POINT (-94.9278266 41.3314876)"
"19023","Butler County","July 01, 1994","15,578","POINT (-92.7901934 42.7315661)"
"19111","Lee County","July 01, 1996","39,107","POINT (-91.479264 40.6419764)"
"19141","O'Brien County","July 01, 1992","15,530","POINT (-95.6248784 43.0837527)"
"19137","Montgomery County","April 01, 1990","12,076","POINT (-95.1563758 41.03014)"
"19135","Monroe County","July 01, 2012","8,073","POINT (-92.8689877 41.0297826)"
"19135","Monroe County","April 01, 2000","8,016","POINT (-92.8689877 41.0297826)"
"19193","Woodbury County","July 01, 2006","101,427","POINT (-96.0447673 42.3897169)"
"19051","Davis County","July 01, 2009","8,562","POINT (-92.4097173 40.7476891)"
"19073","Greene County","July 01, 2022","8,707","POINT (-94.3968356 42.0362394)"
"19159","Ringgold County","July 01, 2002","5,294","POINT (-94.2439719 40.7352023)"
"19075","Grundy County","July 01, 1992","11,957","POINT (-92.7914177 42.4018651)"
"19047","Crawford County","July 01, 2013","17,360","POINT (-95.3819678 42.0372125)"
"19057","Des Moines County","July 01, 2008","40,803","POINT (-91.1814707 40.9231829)"
"19069","Franklin County","July 01, 2007","10,623","POINT (-93.262473 42.7325458)"
"19109","Kossuth County","July 01, 1999","17,321","POINT (-94.2067199 43.20413)"
"19047","Crawford County","July 01, 2015","17,082","POINT (-95.3819678 42.0372125)"
"19123","Mahaska County","July 01, 2004","22,060","POINT (-92.6409094 41.3352035)"
"19155","Pottawattamie County","July 01, 1991","82,697","POINT (-95.5423935 41.3366123)"
"19007","Appanoose County","April 01, 2010","12,887","POINT (-92.8686104 40.7431635)"
"19087","Henry County","July 01, 2004","20,073","POINT (-91.5445241 40.9879383)"
"19157","Poweshiek County","July 01, 2011","18,896","POINT (-92.5314684 41.6864422)"
"19137","Montgomery County","July 01, 2018","9,961","POINT (-95.1563758 41.03014)"
"19115","Louisa County","July 01, 1993","11,479","POINT (-91.2596184 41.2185073)"
"19073","Greene County","July 01, 2011","9,332","POINT (-94.3968356 42.0362394)"
"19177","Van Buren County","July 01, 1992","7,718","POINT (-91.9499871 40.7532294)"
"19081","Hancock County","July 01, 2015","11,028","POINT (-93.7342723 43.0818861)"
"19173","Taylor County","July 01, 2023","5,917","POINT (-94.6964148 40.7374324)"
"19043","Clayton County","July 01, 2011","18,017","POINT (-91.3414328 42.8447493)"
"19095","Iowa County","April 01, 2020","16,662","POINT (-92.065524 41.6863229)"
"19127","Marshall County","April 01, 2000","39,311","POINT (-92.9987706 42.0358499)"
"19185","Wayne County","July 01, 2001","6,640","POINT (-93.3273639 40.7394702)"
"19177","Van Buren County","July 01, 2002","7,736","POINT (-91.9499871 40.7532294)"
"19125","Marion County","July 01, 2009","32,682","POINT (-93.0994367 41.3344515)"
"19107","Keokuk County","July 01, 2022","9,895","POINT (-92.1786426 41.336465)"
"19151","Pocahontas County","July 01, 2019","6,619","POINT (-94.6787466 42.7341351)"
"19041","Clay County","July 01, 2021","16,459","POINT (-95.1509194 43.0825804)"
"19031","Cedar County","July 01, 2007","17,950","POINT (-91.1324125 41.7723207)"
"19003","Adams County","July 01, 2014","3,877","POINT (-94.6991849 41.0289839)"
"19065","Fayette County","April 01, 2000","22,008","POINT (-91.8443207 42.8625919)"
"19095","Iowa County","July 01, 1998","15,423","POINT (-92.065524 41.6863229)"
"19059","Dickinson County","July 01, 2018","17,121","POINT (-95.1508301 43.3779848)"
"19153","Polk County","July 01, 2004","393,899","POINT (-93.5735335 41.6855048)"
"19179","Wapello County","July 01, 2004","35,651","POINT (-92.4094499 41.0305845)"
"19101","Jefferson County","July 01, 2007","15,532","POINT (-91.9488774 41.0317596)"
"19195","Worth County","July 01, 2003","7,719","POINT (-93.2608476 43.3773984)"
"19025","Calhoun County","July 01, 2017","9,729","POINT (-94.6404136 42.3851848)"
"19181","Warren County","July 01, 1994","37,769","POINT (-93.5613594 41.3343735)"
"19015","Boone County","July 01, 2006","26,246","POINT (-93.931671 42.0365493)"
"19061","Dubuque County","July 01, 2005","90,926","POINT (-90.8824564 42.468832)"
"19049","Dallas County","July 01, 2019","93,453","POINT (-94.0397374 41.6848862)"
"19139","Muscatine County","July 01, 2018","42,874","POINT (-91.1127562 41.4839221)"
"19133","Monona County","July 01, 1998","10,121","POINT (-95.9599235 42.0516663)"
"19165","Shelby County","July 01, 2013","11,899","POINT (-95.3102113 41.6850926)"
"19137","Montgomery County","July 01, 2005","11,177","POINT (-95.1563758 41.03014)"
"19007","Appanoose County","July 01, 2021","12,269","POINT (-92.8686104 40.7431635)"
"19113","Linn County","July 01, 1991","169,295","POINT (-91.5989646 42.0789478)"
"19007","Appanoose County","July 01, 2016","12,505","POINT (-92.8686104 40.7431635)"
"19031","Cedar County","April 01, 2020","18,505","POINT (-91.1324125 41.7723207)"
"19107","Keokuk County","July 01, 1994","11,600","POINT (-92.1786426 41.336465)"
"19111","Lee County","July 01, 2001","37,386","POINT (-91.479264 40.6419764)"
"19073","Greene County","July 01, 2017","8,954","POINT (-94.3968356 42.0362394)"
"19197","Wright County","April 01, 2000","14,334","POINT (-93.7351465 42.7331189)"
"19123","Mahaska County","July 01, 1997","22,031","POINT (-92.6409094 41.3352035)"
"19101","Jefferson County","July 01, 2023","15,626","POINT (-91.9488774 41.0317596)"
"19185","Wayne County","July 01, 2006","6,391","POINT (-93.3273639 40.7394702)"
"19073","Greene County","July 01, 1995","10,255","POINT (-94.3968356 42.0362394)"
"19099","Jasper County","April 01, 1990","34,795","POINT (-93.053765 41.6860394)"
"19041","Clay County","July 01, 1993","17,766","POINT (-95.1509194 43.0825804)"
"19039","Clarke County","July 01, 2017","9,396","POINT (-93.7851579 41.0290323)"
"19149","Plymouth County","July 01, 2008","24,262","POINT (-96.2140431 42.7378346)"
"19001","Adair County","July 01, 1999","8,305","POINT (-94.4709413 41.3307464)"
"19159","Ringgold County","July 01, 1997","5,418","POINT (-94.2439719 40.7352023)"
"19043","Clayton County","July 01, 2017","17,648","POINT (-91.3414328 42.8447493)"
"19143","Osceola County","July 01, 1995","7,217","POINT (-95.6236852 43.3785704)"
"19109","Kossuth County","July 01, 2006","15,664","POINT (-94.2067199 43.20413)"
"19019","Buchanan County","July 01, 1998","21,084","POINT (-91.8378392 42.4707777)"
"19069","Franklin County","July 01, 2015","10,319","POINT (-93.262473 42.7325458)"
"19067","Floyd County","July 01, 2022","15,316","POINT (-92.7890033 43.0599208)"
"19167","Sioux County","July 01, 2002","31,795","POINT (-96.1778827 43.0826174)"
"19155","Pottawattamie County","April 01, 1990","82,628","POINT (-95.5423935 41.3366123)"
