"FIPS","County","Year","Population","Primary Point"
"19001","Adair County","July 01, 2007","7,584","POINT (-94.4709413 41.3307464)"
"19045","Clinton County","July 01, 1994","51,489","POINT (-90.5319724 41.8980358)"
"19047","Crawford County","July 01, 2019","16,820","POINT (-95.3819678 42.0372125)"
"19137","Montgomery County","July 01, 2004","11,162","POINT (-95.1563758 41.03014)"
"19099","Jasper County","July 01, 2015","36,750","POINT (-93.053765 41.6860394)"
"19015","Boone County","July 01, 1999","25,930","POINT (-93.931671 42.0365493)"
"19061","Dubuque County","April 01, 2020","99,266","POINT (-90.8824564 42.468832)"
"19001","Adair County","July 01, 2014","7,368","POINT (-94.4709413 41.3307464)"
"19163","Scott County","July 01, 2001","158,542","POINT (-90.6232428 41.6370978)"
"19037","Chickasaw County","July 01, 2005","12,268","POINT (-92.3176637 43.0600414)"
"19073","Greene County","July 01, 2003","10,000","POINT (-94.3968356 42.0362394)"
"19153","Polk County","July 01, 2024","516,185","POINT (-93.5735335 41.6855048)"
"19179","Wapello County","July 01, 2022","35,080","POINT (-92.4094499 41.0305845)"
"19165","Shelby County","July 01, 2012","12,024","POINT (-95.3102113 41.6850926)"
"19061","Dubuque County","July 01, 1991","86,462","POINT (-90.8824564 42.468832)"
"19059","Dickinson County","July 01, 1994","15,389","POINT (-95.1508301 43.3779848)"
"19115","Louisa County","July 01, 2004","12,048","POINT (-91.2596184 41.2185073)"
"19013","Black Hawk County","April 01, 2020","131,144","POINT (-92.3088197 42.4700957)"
"19081","Hancock County","July 01, 2009","11,046","POINT (-93.7342723 43.0818861)"
"19057","Des Moines County","July 01, 1992","42,871","POINT (-91.1814707 40.9231829)"
"19091","Humboldt County","July 01, 1994","10,517","POINT (-94.2071868 42.7764686)"
"19097","Jackson County","July 01, 2005","20,035","POINT (-90.5742294 42.1717426)"
"19043","Clayton County","April 01, 2020","17,043","POINT (-91.3414328 42.8447493)"
"19039","Clarke County","July 01, 2023","9,631","POINT (-93.7851579 41.0290323)"
"19017","Bremer County","July 01, 2006","23,531","POINT (-92.3180548 42.7745873)"
"19183","Washington County","July 01, 2003","20,994","POINT (-91.7178676 41.335591)"
"19003","Adams County","July 01, 2022","3,602","POINT (-94.6991849 41.0289839)"
"19109","Kossuth County","July 01, 2017","14,939","POINT (-94.2067199 43.20413)"
"19043","Clayton County","July 01, 1993","18,813","POINT (-91.3414328 42.8447493)"
"19001","Adair County","July 01, 2021","7,522","POINT (-94.4709413 41.3307464)"
"19101","Jefferson County","July 01, 1997","16,517","POINT (-91.9488774 41.0317596)"
"19069","Franklin County","July 01, 2004","10,641","POINT (-93.262473 42.7325458)"
"19105","Jones County","July 01, 2024","21,116","POINT (-91.1314352 42.1212397)"
"19019","Buchanan County","July 01, 2001","20,945","POINT (-91.8378392 42.4707777)"
"19191","Winneshiek County","July 01, 2006","20,784","POINT (-91.8437074 43.2906746)"
"19041","Clay County","July 01, 1992","17,638","POINT (-95.1509194 43.0825804)"
"19133","Monona County","July 01, 2023","8,503","POINT (-95.9599235 42.0516663)"
"19137","Montgomery County","April 01, 2010","10,740","POINT (-95.1563758 41.03014)"
"19175","Union County","July 01, 2018","12,298","POINT (-94.2423792 41.0277304)"
"19135","Monroe County","July 01, 2019","7,707","POINT (-92.8689877 41.0297826)"
"19095","Iowa County","July 01, 2012","16,180","POINT (-92.065524 41.6863229)"
"19073","Greene County","July 01, 2002","10,092","POINT (-94.3968356 42.0362394)"
"19189","Winnebago County","July 01, 1994","11,757","POINT (-93.7341955 43.3775678)"
"19003","Adams County","July 01, 1992","4,748","POINT (-94.6991849 41.0289839)"
"19161","Sac County","July 01, 2005","10,528","POINT (-95.1053946 42.3862604)"
"19179","Wapello County","July 01, 1994","36,272","POINT (-92.4094499 41.0305845)"
"19139","Muscatine County","July 01, 1999","41,417","POINT (-91.1127562 41.4839221)"
"19175","Union County","July 01, 2023","11,913","POINT (-94.2423792 41.0277304)"
"19005","Allamakee County","July 01, 1994","14,231","POINT (-91.3780923 43.2842838)"
"19039","Clarke County","July 01, 2018","9,502","POINT (-93.7851579 41.0290323)"
"19145","Page County","July 01, 2023","15,012","POINT (-95.1501747 40.7391444)"
"19035","Cherokee County","July 01, 2018","11,295","POINT (-95.6238055 42.7356226)"
"19085","Harrison County","July 01, 1993","14,752","POINT (-95.8169209 41.6828528)"
"19113","Linn County","July 01, 1995","179,064","POINT (-91.5989646 42.0789478)"
"19101","Jefferson County","July 01, 2015","17,906","POINT (-91.9488774 41.0317596)"
"19167","Sioux County","July 01, 2016","34,944","POINT (-96.1778827 43.0826174)"
"19155","Pottawattamie County","July 01, 2018","93,264","POINT (-95.5423935 41.3366123)"
"19021","Buena Vista County","July 01, 2012","20,561","POINT (-95.151149 42.7354936)"
"19077","Guthrie County","July 01, 2002","11,214","POINT (-94.501055 41.6837548)"
"19023","Butler County","July 01, 2021","14,351","POINT (-92.7901934 42.7315661)"
"19163","Scott County","April 01, 1990","150,973","POINT (-90.6232428 41.6370978)"
"19029","Cass County","July 01, 2015","13,351","POINT (-94.9278266 41.3314876)"
"19035","Cherokee County","July 01, 2014","11,801","POINT (-95.6238055 42.7356226)"
"19035","Cherokee County","July 01, 2022","11,492","POINT (-95.6238055 42.7356226)"
"19029","Cass County","July 01, 1996","15,043","POINT (-94.9278266 41.3314876)"
"19175","Union County","July 01, 2002","12,083","POINT (-94.2423792 41.0277304)"
"19165","Shelby County","July 01, 2002","12,836","POINT (-95.3102113 41.6850926)"
"19025","Calhoun County","July 01, 2022","9,725","POINT (-94.6404136 42.3851848)"
"19193","Woodbury County","July 01, 1999","103,653","POINT (-96.0447673 42.3897169)"
"19033","Cerro Gordo County","July 01, 2024","42,493","POINT (-93.2608184 43.0815577)"
"19197","Wright County","July 01, 2023","12,744","POINT (-93.7351465 42.7331189)"
"19003","Adams County","July 01, 2017","3,657","POINT (-94.6991849 41.0289839)"
"19073","Greene County","April 01, 2010","9,336","POINT (-94.3968356 42.0362394)"
"19079","Hamilton County","July 01, 2015","15,218","POINT (-93.7068085 42.3837722)"
"19187","Webster County","July 01, 2015","37,066","POINT (-94.1817881 42.4279662)"
"19139","Muscatine County","July 01, 1998","41,280","POINT (-91.1127562 41.4839221)"
"19011","Benton County","July 01, 2024","25,799","POINT (-92.0656912 42.0801864)"
"19075","Grundy County","July 01, 1993","12,081","POINT (-92.7914177 42.4018651)"
"19087","Henry County","July 01, 2005","20,166","POINT (-91.5445241 40.9879383)"
"19083","Hardin County","July 01, 1996","19,103","POINT (-93.2404025 42.3838803)"
"19057","Des Moines County","July 01, 2007","40,634","POINT (-91.1814707 40.9231829)"
"19071","Fremont County","July 01, 2001","7,866","POINT (-95.6046765 40.7455892)"
"19057","Des Moines County","July 01, 2009","41,058","POINT (-91.1814707 40.9231829)"
"19029","Cass County","July 01, 2001","14,476","POINT (-94.9278266 41.3314876)"
"19153","Polk County","July 01, 2005","401,993","POINT (-93.5735335 41.6855048)"
"19069","Franklin County","July 01, 2018","10,085","POINT (-93.262473 42.7325458)"
"19043","Clayton County","July 01, 2021","17,058","POINT (-91.3414328 42.8447493)"
"19095","Iowa County","July 01, 2008","15,750","POINT (-92.065524 41.6863229)"
"19141","O'Brien County","July 01, 1993","15,638","POINT (-95.6248784 43.0837527)"
"19005","Allamakee County","July 01, 2009","14,407","POINT (-91.3780923 43.2842838)"
"19185","Wayne County","April 01, 2020","6,497","POINT (-93.3273639 40.7394702)"
"19011","Benton County","July 01, 2008","26,642","POINT (-92.0656912 42.0801864)"
"19179","Wapello County","July 01, 2005","35,771","POINT (-92.4094499 41.0305845)"
"19171","Tama County","July 01, 1991","17,436","POINT (-92.5325425 42.0798117)"
"19045","Clinton County","July 01, 2014","47,895","POINT (-90.5319724 41.8980358)"
"19087","Henry County","July 01, 2017","20,044","POINT (-91.5445241 40.9879383)"
"19197","Wright County","July 01, 1995","14,470","POINT (-93.7351465 42.7331189)"
"19153","Polk County","April 01, 1990","327,140","POINT (-93.5735335 41.6855048)"
"19077","Guthrie County","April 01, 2020","10,623","POINT (-94.501055 41.6837548)"
"19091","Humboldt County","July 01, 2018","9,559","POINT (-94.2071868 42.7764686)"
"19113","Linn County","July 01, 1994","176,786","POINT (-91.5989646 42.0789478)"
"19029","Cass County","July 01, 1991","15,110","POINT (-94.9278266 41.3314876)"
"19021","Buena Vista County","July 01, 1994","20,578","POINT (-95.151149 42.7354936)"
"19045","Clinton County","July 01, 2017","46,874","POINT (-90.5319724 41.8980358)"
"19125","Marion County","July 01, 2006","32,830","POINT (-93.0994367 41.3344515)"
"19123","Mahaska County","July 01, 1996","22,055","POINT (-92.6409094 41.3352035)"
"19055","Delaware County","July 01, 1995","18,322","POINT (-91.3673502 42.471211)"
"19149","Plymouth County","July 01, 1998","24,691","POINT (-96.2140431 42.7378346)"
"19111","Lee County","July 01, 2018","33,909","POINT (-91.479264 40.6419764)"
"19025","Calhoun County","July 01, 2009","9,671","POINT (-94.6404136 42.3851848)"
"19111","Lee County","July 01, 2011","35,569","POINT (-91.479264 40.6419764)"
"19003","Adams County","July 01, 1997","4,534","POINT (-94.6991849 41.0289839)"
"19177","Van Buren County","July 01, 2019","7,044","POINT (-91.9499871 40.7532294)"
"19041","Clay County","July 01, 2003","16,957","POINT (-95.1509194 43.0825804)"
"19091","Humboldt County","July 01, 2023","9,564","POINT (-94.2071868 42.7764686)"
"19065","Fayette County","July 01, 1991","21,889","POINT (-91.8443207 42.8625919)"
"19143","Osceola County","July 01, 1998","7,167","POINT (-95.6236852 43.3785704)"
"19111","Lee County","July 01, 2023","32,509","POINT (-91.479264 40.6419764)"
"19165","Shelby County","July 01, 2011","11,992","POINT (-95.3102113 41.6850926)"
"19007","Appanoose County","July 01, 2001","13,558","POINT (-92.8686104 40.7431635)"
"19039","Clarke County","July 01, 2001","9,180","POINT (-93.7851579 41.0290323)"
"19113","Linn County","July 01, 2009","209,226","POINT (-91.5989646 42.0789478)"
"19151","Pocahontas County","July 01, 1993","9,312","POINT (-94.6787466 42.7341351)"
"19001","Adair County","July 01, 2002","7,964","POINT (-94.4709413 41.3307464)"
"19031","Cedar County","July 01, 2012","18,296","POINT (-91.1324125 41.7723207)"
"19179","Wapello County","July 01, 1996","35,990","POINT (-92.4094499 41.0305845)"
"19107","Keokuk County","July 01, 2021","9,912","POINT (-92.1786426 41.336465)"
"19167","Sioux County","July 01, 1999","31,649","POINT (-96.1778827 43.0826174)"
"19045","Clinton County","July 01, 1995","51,320","POINT (-90.5319724 41.8980358)"
"19093","Ida County","July 01, 2006","7,021","POINT (-95.5134962 42.3868747)"
"19099","Jasper County","July 01, 2022","37,966","POINT (-93.053765 41.6860394)"
"19039","Clarke County","July 01, 1992","8,353","POINT (-93.7851579 41.0290323)"
"19005","Allamakee County","July 01, 2004","14,371","POINT (-91.3780923 43.2842838)"
"19085","Harrison County","July 01, 2012","14,475","POINT (-95.8169209 41.6828528)"
"19057","Des Moines County","July 01, 2002","41,307","POINT (-91.1814707 40.9231829)"
"19099","Jasper County","April 01, 2010","36,842","POINT (-93.053765 41.6860394)"
"19099","Jasper County","July 01, 2013","36,728","POINT (-93.053765 41.6860394)"
"19171","Tama County","July 01, 1997","17,885","POINT (-92.5325425 42.0798117)"
"19031","Cedar County","July 01, 2003","18,058","POINT (-91.1324125 41.7723207)"
"19033","Cerro Gordo County","July 01, 2013","43,528","POINT (-93.2608184 43.0815577)"
"19163","Scott County","July 01, 2021","174,250","POINT (-90.6232428 41.6370978)"
"19041","Clay County","July 01, 2019","16,016","POINT (-95.1509194 43.0825804)"
"19127","Marshall County","July 01, 2001","39,274","POINT (-92.9987706 42.0358499)"
"19063","Emmet County","July 01, 2013","9,880","POINT (-94.6784803 43.3780225)"
"19137","Montgomery County","July 01, 2001","11,506","POINT (-95.1563758 41.03014)"
"19017","Bremer County","July 01, 2022","25,260","POINT (-92.3180548 42.7745873)"
"19131","Mitchell County","July 01, 2002","10,826","POINT (-92.7890315 43.3564124)"
"19061","Dubuque County","July 01, 2001","88,998","POINT (-90.8824564 42.468832)"
"19079","Hamilton County","July 01, 1997","16,356","POINT (-93.7068085 42.3837722)"
"19015","Boone County","July 01, 1994","25,133","POINT (-93.931671 42.0365493)"
"19127","Marshall County","July 01, 2024","40,392","POINT (-92.9987706 42.0358499)"
"19131","Mitchell County","July 01, 2017","10,563","POINT (-92.7890315 43.3564124)"
"19081","Hancock County","July 01, 2023","10,631","POINT (-93.7342723 43.0818861)"
"19071","Fremont County","July 01, 2003","7,704","POINT (-95.6046765 40.7455892)"
"19187","Webster County","July 01, 1995","39,780","POINT (-94.1817881 42.4279662)"
"19049","Dallas County","July 01, 2008","59,977","POINT (-94.0397374 41.6848862)"
"19163","Scott County","July 01, 2005","160,073","POINT (-90.6232428 41.6370978)"
"19129","Mills County","July 01, 2019","15,109","POINT (-95.6213267 41.0334523)"
"19065","Fayette County","July 01, 2021","19,303","POINT (-91.8443207 42.8625919)"
"19173","Taylor County","July 01, 2003","6,737","POINT (-94.6964148 40.7374324)"
"19105","Jones County","July 01, 2008","20,430","POINT (-91.1314352 42.1212397)"
"19111","Lee County","July 01, 1997","38,781","POINT (-91.479264 40.6419764)"
"19147","Palo Alto County","July 01, 2024","8,809","POINT (-94.6781371 43.0820643)"
"19123","Mahaska County","July 01, 2009","22,000","POINT (-92.6409094 41.3352035)"
"19035","Cherokee County","April 01, 2010","12,072","POINT (-95.6238055 42.7356226)"
"19133","Monona County","July 01, 2002","9,705","POINT (-95.9599235 42.0516663)"
"19109","Kossuth County","July 01, 2022","14,462","POINT (-94.2067199 43.20413)"
"19005","Allamakee County","July 01, 1999","14,611","POINT (-91.3780923 43.2842838)"
"19133","Monona County","July 01, 2014","8,899","POINT (-95.9599235 42.0516663)"
"19173","Taylor County","July 01, 2017","6,095","POINT (-94.6964148 40.7374324)"
"19161","Sac County","July 01, 2017","9,803","POINT (-95.1053946 42.3862604)"
"19141","O'Brien County","April 01, 2020","14,182","POINT (-95.6248784 43.0837527)"
"19047","Crawford County","July 01, 1996","16,761","POINT (-95.3819678 42.0372125)"
"19151","Pocahontas County","April 01, 2010","7,310","POINT (-94.6787466 42.7341351)"
"19109","Kossuth County","July 01, 2002","16,499","POINT (-94.2067199 43.20413)"
"19033","Cerro Gordo County","July 01, 2005","44,321","POINT (-93.2608184 43.0815577)"
"19067","Floyd County","July 01, 2017","15,767","POINT (-92.7890033 43.0599208)"
"19175","Union County","July 01, 2011","12,556","POINT (-94.2423792 41.0277304)"
"19177","Van Buren County","July 01, 1995","7,686","POINT (-91.9499871 40.7532294)"
"19109","Kossuth County","April 01, 2000","17,163","POINT (-94.2067199 43.20413)"
"19023","Butler County","July 01, 2006","14,632","POINT (-92.7901934 42.7315661)"
"19163","Scott County","July 01, 2014","171,310","POINT (-90.6232428 41.6370978)"
"19189","Winnebago County","July 01, 2007","10,772","POINT (-93.7341955 43.3775678)"
"19091","Humboldt County","July 01, 2009","9,473","POINT (-94.2071868 42.7764686)"
"19165","Shelby County","July 01, 2015","11,789","POINT (-95.3102113 41.6850926)"
"19081","Hancock County","July 01, 1994","12,170","POINT (-93.7342723 43.0818861)"
"19019","Buchanan County","July 01, 1991","20,842","POINT (-91.8378392 42.4707777)"
"19099","Jasper County","July 01, 2014","36,886","POINT (-93.053765 41.6860394)"
"19101","Jefferson County","April 01, 2020","15,663","POINT (-91.9488774 41.0317596)"
"19125","Marion County","July 01, 2008","32,774","POINT (-93.0994367 41.3344515)"
"19071","Fremont County","July 01, 1994","8,217","POINT (-95.6046765 40.7455892)"
"19075","Grundy County","July 01, 2024","12,405","POINT (-92.7914177 42.4018651)"
"19045","Clinton County","July 01, 2022","46,268","POINT (-90.5319724 41.8980358)"
"19147","Palo Alto County","July 01, 1994","10,506","POINT (-94.6781371 43.0820643)"
"19197","Wright County","July 01, 2014","12,906","POINT (-93.7351465 42.7331189)"
"19095","Iowa County","July 01, 1997","15,332","POINT (-92.065524 41.6863229)"
"19071","Fremont County","July 01, 2024","6,494","POINT (-95.6046765 40.7455892)"
"19163","Scott County","July 01, 2008","164,437","POINT (-90.6232428 41.6370978)"
"19177","Van Buren County","July 01, 2024","7,217","POINT (-91.9499871 40.7532294)"
"19123","Mahaska County","July 01, 1994","21,798","POINT (-92.6409094 41.3352035)"
"19197","Wright County","July 01, 2015","12,841","POINT (-93.7351465 42.7331189)"
"19139","Muscatine County","July 01, 2011","42,842","POINT (-91.1127562 41.4839221)"
"19163","Scott County","July 01, 2013","170,201","POINT (-90.6232428 41.6370978)"
"19085","Harrison County","July 01, 2013","14,357","POINT (-95.8169209 41.6828528)"
"19135","Monroe County","July 01, 2006","7,643","POINT (-92.8689877 41.0297826)"
"19035","Cherokee County","April 01, 2000","13,032","POINT (-95.6238055 42.7356226)"
"19005","Allamakee County","July 01, 2023","14,168","POINT (-91.3780923 43.2842838)"
"19167","Sioux County","July 01, 2005","31,905","POINT (-96.1778827 43.0826174)"
"19055","Delaware County","April 01, 1990","18,035","POINT (-91.3673502 42.471211)"
"19009","Audubon County","July 01, 1996","6,954","POINT (-94.9058222 41.6845893)"
"19015","Boone County","July 01, 2009","26,072","POINT (-93.931671 42.0365493)"
"19067","Floyd County","July 01, 2002","16,589","POINT (-92.7890033 43.0599208)"
"19071","Fremont County","July 01, 2015","6,912","POINT (-95.6046765 40.7455892)"
"19077","Guthrie County","July 01, 1994","11,123","POINT (-94.501055 41.6837548)"
"19097","Jackson County","July 01, 2009","19,728","POINT (-90.5742294 42.1717426)"
"19061","Dubuque County","July 01, 1994","88,261","POINT (-90.8824564 42.468832)"
"19119","Lyon County","July 01, 2004","11,512","POINT (-96.2102924 43.380497)"
"19139","Muscatine County","July 01, 2013","43,010","POINT (-91.1127562 41.4839221)"
"19001","Adair County","July 01, 2011","7,546","POINT (-94.4709413 41.3307464)"
"19169","Story County","July 01, 2013","93,877","POINT (-93.4650448 42.0362415)"
"19069","Franklin County","July 01, 2013","10,507","POINT (-93.262473 42.7325458)"
"19065","Fayette County","July 01, 2022","19,292","POINT (-91.8443207 42.8625919)"
"19093","Ida County","July 01, 2015","6,968","POINT (-95.5134962 42.3868747)"
"19019","Buchanan County","July 01, 1997","21,126","POINT (-91.8378392 42.4707777)"
"19121","Madison County","July 01, 1999","13,702","POINT (-94.0155619 41.3307142)"
"19097","Jackson County","July 01, 2017","19,382","POINT (-90.5742294 42.1717426)"
"19081","Hancock County","July 01, 2011","11,292","POINT (-93.7342723 43.0818861)"
"19171","Tama County","July 01, 2024","16,738","POINT (-92.5325425 42.0798117)"
"19091","Humboldt County","April 01, 1990","10,756","POINT (-94.2071868 42.7764686)"
"19041","Clay County","July 01, 1996","17,577","POINT (-95.1509194 43.0825804)"
"19013","Black Hawk County","July 01, 2017","132,238","POINT (-92.3088197 42.4700957)"
"19017","Bremer County","July 01, 2002","23,202","POINT (-92.3180548 42.7745873)"
"19083","Hardin County","July 01, 2001","18,648","POINT (-93.2404025 42.3838803)"
"19011","Benton County","July 01, 2003","26,176","POINT (-92.0656912 42.0801864)"
"19069","Franklin County","July 01, 1991","11,351","POINT (-93.262473 42.7325458)"
"19127","Marshall County","July 01, 2015","40,352","POINT (-92.9987706 42.0358499)"
"19185","Wayne County","July 01, 2003","6,568","POINT (-93.3273639 40.7394702)"
"19141","O'Brien County","July 01, 1998","15,498","POINT (-95.6248784 43.0837527)"
"19129","Mills County","July 01, 1992","13,227","POINT (-95.6213267 41.0334523)"
"19007","Appanoose County","July 01, 2015","12,577","POINT (-92.8686104 40.7431635)"
"19167","Sioux County","July 01, 2023","36,399","POINT (-96.1778827 43.0826174)"
"19021","Buena Vista County","July 01, 2009","19,601","POINT (-95.151149 42.7354936)"
"19145","Page County","July 01, 2011","15,898","POINT (-95.1501747 40.7391444)"
"19137","Montgomery County","July 01, 2016","10,124","POINT (-95.1563758 41.03014)"
"19173","Taylor County","July 01, 2022","5,870","POINT (-94.6964148 40.7374324)"
"19103","Johnson County","July 01, 2012","137,103","POINT (-91.5880849 41.6715511)"
"19011","Benton County","July 01, 2011","26,078","POINT (-92.0656912 42.0801864)"
"19027","Carroll County","July 01, 2004","20,888","POINT (-94.8605593 42.0362382)"
"19141","O'Brien County","July 01, 2023","14,067","POINT (-95.6248784 43.0837527)"
"19073","Greene County","July 01, 2012","9,181","POINT (-94.3968356 42.0362394)"
"19015","Boone County","July 01, 2014","26,290","POINT (-93.931671 42.0365493)"
"19101","Jefferson County","July 01, 2016","18,063","POINT (-91.9488774 41.0317596)"
"19079","Hamilton County","July 01, 2014","15,217","POINT (-93.7068085 42.3837722)"
"19189","Winnebago County","July 01, 2004","11,189","POINT (-93.7341955 43.3775678)"
"19037","Chickasaw County","July 01, 2015","12,151","POINT (-92.3176637 43.0600414)"
"19035","Cherokee County","July 01, 2021","11,539","POINT (-95.6238055 42.7356226)"
"19079","Hamilton County","July 01, 1994","16,188","POINT (-93.7068085 42.3837722)"
"19137","Montgomery County","July 01, 2021","10,317","POINT (-95.1563758 41.03014)"
"19127","Marshall County","July 01, 2016","40,135","POINT (-92.9987706 42.0358499)"
"19093","Ida County","July 01, 2014","6,971","POINT (-95.5134962 42.3868747)"
"19111","Lee County","July 01, 2007","35,823","POINT (-91.479264 40.6419764)"
"19157","Poweshiek County","July 01, 2004","18,794","POINT (-92.5314684 41.6864422)"
"19181","Warren County","July 01, 1996","38,645","POINT (-93.5613594 41.3343735)"
"19101","Jefferson County","July 01, 2001","16,035","POINT (-91.9488774 41.0317596)"
"19041","Clay County","July 01, 2009","16,617","POINT (-95.1509194 43.0825804)"
"19005","Allamakee County","July 01, 2018","13,852","POINT (-91.3780923 43.2842838)"
"19041","Clay County","July 01, 2024","16,474","POINT (-95.1509194 43.0825804)"
"19009","Audubon County","July 01, 1991","7,335","POINT (-94.9058222 41.6845893)"
"19153","Polk County","July 01, 1994","345,143","POINT (-93.5735335 41.6855048)"
"19071","Fremont County","July 01, 2019","6,960","POINT (-95.6046765 40.7455892)"
"19107","Keokuk County","April 01, 2020","10,033","POINT (-92.1786426 41.336465)"
"19105","Jones County","July 01, 1998","20,587","POINT (-91.1314352 42.1212397)"
"19073","Greene County","July 01, 2006","9,568","POINT (-94.3968356 42.0362394)"
"19135","Monroe County","July 01, 1999","8,080","POINT (-92.8689877 41.0297826)"
"19037","Chickasaw County","July 01, 2011","12,405","POINT (-92.3176637 43.0600414)"
"19007","Appanoose County","July 01, 2024","12,106","POINT (-92.8686104 40.7431635)"
"19037","Chickasaw County","July 01, 2007","12,174","POINT (-92.3176637 43.0600414)"
"19159","Ringgold County","July 01, 2012","5,027","POINT (-94.2439719 40.7352023)"
"19159","Ringgold County","July 01, 1999","5,441","POINT (-94.2439719 40.7352023)"
"19099","Jasper County","April 01, 2000","37,213","POINT (-93.053765 41.6860394)"
"19099","Jasper County","July 01, 2006","36,735","POINT (-93.053765 41.6860394)"
"19015","Boone County","July 01, 2013","26,284","POINT (-93.931671 42.0365493)"
"19193","Woodbury County","July 01, 2003","102,441","POINT (-96.0447673 42.3897169)"
"19169","Story County","July 01, 2019","97,117","POINT (-93.4650448 42.0362415)"
"19137","Montgomery County","July 01, 2012","10,540","POINT (-95.1563758 41.03014)"
"19149","Plymouth County","July 01, 2002","24,552","POINT (-96.2140431 42.7378346)"
"19161","Sac County","July 01, 1993","12,152","POINT (-95.1053946 42.3862604)"
"19045","Clinton County","July 01, 2013","48,281","POINT (-90.5319724 41.8980358)"
"19023","Butler County","April 01, 2000","15,305","POINT (-92.7901934 42.7315661)"
"19075","Grundy County","July 01, 2022","12,379","POINT (-92.7914177 42.4018651)"
"19155","Pottawattamie County","July 01, 1992","82,864","POINT (-95.5423935 41.3366123)"
"19037","Chickasaw County","July 01, 1992","13,219","POINT (-92.3176637 43.0600414)"
"19045","Clinton County","July 01, 2001","49,845","POINT (-90.5319724 41.8980358)"
"19007","Appanoose County","July 01, 2006","13,158","POINT (-92.8686104 40.7431635)"
"19057","Des Moines County","July 01, 1997","42,825","POINT (-91.1814707 40.9231829)"
"19001","Adair County","July 01, 1997","8,363","POINT (-94.4709413 41.3307464)"
"19173","Taylor County","July 01, 1992","7,053","POINT (-94.6964148 40.7374324)"
"19191","Winneshiek County","July 01, 2016","20,427","POINT (-91.8437074 43.2906746)"
"19115","Louisa County","July 01, 1994","11,822","POINT (-91.2596184 41.2185073)"
"19025","Calhoun County","July 01, 1995","11,630","POINT (-94.6404136 42.3851848)"
"19075","Grundy County","July 01, 2011","12,478","POINT (-92.7914177 42.4018651)"
"19135","Monroe County","July 01, 2018","7,768","POINT (-92.8689877 41.0297826)"
"19177","Van Buren County","July 01, 2001","7,735","POINT (-91.9499871 40.7532294)"
"19145","Page County","July 01, 2019","15,107","POINT (-95.1501747 40.7391444)"
"19073","Greene County","July 01, 2007","9,497","POINT (-94.3968356 42.0362394)"
"19031","Cedar County","July 01, 2008","18,047","POINT (-91.1324125 41.7723207)"
"19149","Plymouth County","July 01, 2019","25,177","POINT (-96.2140431 42.7378346)"
"19051","Davis County","July 01, 1999","8,484","POINT (-92.4097173 40.7476891)"
"19059","Dickinson County","July 01, 2023","18,087","POINT (-95.1508301 43.3779848)"
"19089","Howard County","April 01, 1990","9,809","POINT (-92.3171989 43.3567673)"
"19003","Adams County","July 01, 2009","3,930","POINT (-94.6991849 41.0289839)"
"19065","Fayette County","July 01, 1999","22,179","POINT (-91.8443207 42.8625919)"
"19105","Jones County","July 01, 1993","19,818","POINT (-91.1314352 42.1212397)"
"19181","Warren County","July 01, 1991","36,170","POINT (-93.5613594 41.3343735)"
"19043","Clayton County","July 01, 2004","18,026","POINT (-91.3414328 42.8447493)"
"19169","Story County","July 01, 2018","96,781","POINT (-93.4650448 42.0362415)"
"19061","Dubuque County","July 01, 2018","96,922","POINT (-90.8824564 42.468832)"
"19139","Muscatine County","July 01, 2022","42,501","POINT (-91.1127562 41.4839221)"
"19009","Audubon County","July 01, 2008","6,105","POINT (-94.9058222 41.6845893)"
"19061","Dubuque County","July 01, 2006","91,390","POINT (-90.8824564 42.468832)"
"19031","Cedar County","July 01, 1993","17,703","POINT (-91.1324125 41.7723207)"
"19113","Linn County","July 01, 1992","171,320","POINT (-91.5989646 42.0789478)"
"19005","Allamakee County","July 01, 2014","14,062","POINT (-91.3780923 43.2842838)"
"19027","Carroll County","July 01, 2001","21,214","POINT (-94.8605593 42.0362382)"
"19169","Story County","April 01, 2000","79,981","POINT (-93.4650448 42.0362415)"
"19029","Cass County","July 01, 2023","13,131","POINT (-94.9278266 41.3314876)"
"19193","Woodbury County","July 01, 2021","105,801","POINT (-96.0447673 42.3897169)"
"19051","Davis County","July 01, 2019","9,000","POINT (-92.4097173 40.7476891)"
"19021","Buena Vista County","July 01, 1998","20,427","POINT (-95.151149 42.7354936)"
"19037","Chickasaw County","April 01, 2020","12,012","POINT (-92.3176637 43.0600414)"
"19157","Poweshiek County","July 01, 2001","18,850","POINT (-92.5314684 41.6864422)"
"19059","Dickinson County","July 01, 2009","16,623","POINT (-95.1508301 43.3779848)"
"19001","Adair County","July 01, 2019","7,152","POINT (-94.4709413 41.3307464)"
"19137","Montgomery County","July 01, 2006","11,135","POINT (-95.1563758 41.03014)"
"19143","Osceola County","July 01, 2009","6,344","POINT (-95.6236852 43.3785704)"
"19039","Clarke County","July 01, 2012","9,341","POINT (-93.7851579 41.0290323)"
"19197","Wright County","July 01, 1999","14,506","POINT (-93.7351465 42.7331189)"
"19183","Washington County","July 01, 2022","22,541","POINT (-91.7178676 41.335591)"
"19131","Mitchell County","July 01, 1997","10,957","POINT (-92.7890315 43.3564124)"
"19087","Henry County","July 01, 1993","19,641","POINT (-91.5445241 40.9879383)"
"19171","Tama County","April 01, 2010","17,767","POINT (-92.5325425 42.0798117)"
