"","County","Year","Personal_Income","Personal_Income_Per_Capita"
"1","Adair",2000,210176000,25560
"2","Adair",2001,211414000,25998
"3","Adair",2002,218311000,27089
"4","Adair",2003,215116000,26722
"5","Adair",2004,247285000,30837
"6","Adair",2005,227720000,28709
"7","Adair",2006,236216000,29810
"8","Adair",2007,250452000,31820
"9","Adair",2008,290010000,37435
"10","Adair",2009,273172000,35588
"11","Adair",2010,269269000,35015
"12","Adair",2011,305853000,40249
"13","Adair",2012,308847000,40842
"14","Adair",2013,323696000,43033
"15","Adair",2014,326700000,43300
"16","Adair",2015,333921000,45382
"17","Adair",2016,321714000,44319
"18","Adair",2017,341340000,46485
"19","Adair",2018,364228000,49454
"20","Adair",2019,369640000,49391
"21","Adair",2020,401259000,53544
"22","Adair",2021,488333000,64783
"23","Adair",2022,507103000,67668
"24","Adams",2000,119680000,26738
"25","Adams",2001,113592000,25805
"26","Adams",2002,118509000,27119
"27","Adams",2003,112878000,25860
"28","Adams",2004,134258000,31172
"29","Adams",2005,123386000,29197
"30","Adams",2006,116672000,27621
"31","Adams",2007,127307000,30347
"32","Adams",2008,153209000,36909
"33","Adams",2009,148873000,36786
"34","Adams",2010,149857000,37222
"35","Adams",2011,188544000,47030
"36","Adams",2012,186988000,47507
"37","Adams",2013,217383000,55342
"38","Adams",2014,223511000,56975
"39","Adams",2015,243037000,63773
"40","Adams",2016,220764000,58729
"41","Adams",2017,210848000,56452
"42","Adams",2018,210662000,56660
"43","Adams",2019,202471000,54678
"44","Adams",2020,194366000,52390
"45","Adams",2021,234343000,64345
"46","Adams",2022,244311000,67657
"47","Allamakee",2000,330190000,22502
"48","Allamakee",2001,338996000,23651
"49","Allamakee",2002,348114000,24362
"50","Allamakee",2003,355247000,24765
"51","Allamakee",2004,383189000,26752
"52","Allamakee",2005,398089000,27701
"53","Allamakee",2006,413647000,28769
"54","Allamakee",2007,437232000,30501
"55","Allamakee",2008,460818000,32169
"56","Allamakee",2009,450250000,31568
"57","Allamakee",2010,496506000,34508
"58","Allamakee",2011,539268000,37769
"59","Allamakee",2012,545641000,38296
"60","Allamakee",2013,572507000,40275
"61","Allamakee",2014,589452000,41362
"62","Allamakee",2015,583744000,41386
"63","Allamakee",2016,590379000,41832
"64","Allamakee",2017,611775000,43324
"65","Allamakee",2018,638226000,44993
"66","Allamakee",2019,650953000,46292
"67","Allamakee",2020,684221000,48637
"68","Allamakee",2021,747795000,53536
"69","Allamakee",2022,768013000,55015
"70","Appanoose",2000,287090000,20962
"71","Appanoose",2001,287728000,21191
"72","Appanoose",2002,297954000,22202
"73","Appanoose",2003,305545000,22596
"74","Appanoose",2004,328452000,24398
"75","Appanoose",2005,326593000,24277
"76","Appanoose",2006,342301000,25700
"77","Appanoose",2007,346942000,26474
"78","Appanoose",2008,376091000,29042
"79","Appanoose",2009,382714000,29677
"80","Appanoose",2010,383113000,29798
"81","Appanoose",2011,400452000,31200
"82","Appanoose",2012,407597000,32140
"83","Appanoose",2013,409096000,32434
"84","Appanoose",2014,414421000,32844
"85","Appanoose",2015,430721000,34419
"86","Appanoose",2016,438863000,35310
"87","Appanoose",2017,460282000,37519
"88","Appanoose",2018,475021000,38454
"89","Appanoose",2019,485141000,39137
"90","Appanoose",2020,525619000,42785
"91","Appanoose",2021,576515000,47001
"92","Appanoose",2022,577838000,47779
"93","Audubon",2000,171210000,25163
"94","Audubon",2001,169030000,25365
"95","Audubon",2002,174704000,26583
"96","Audubon",2003,173067000,26712
"97","Audubon",2004,212169000,32997
"98","Audubon",2005,204566000,32348
"99","Audubon",2006,209597000,33455
"100","Audubon",2007,223555000,35930
"101","Audubon",2008,248366000,40059
"102","Audubon",2009,226760000,36956
"103","Audubon",2010,240151000,39375
"104","Audubon",2011,289954000,48125
"105","Audubon",2012,262352000,44421
"106","Audubon",2013,276973000,46754
"107","Audubon",2014,256080000,43767
"108","Audubon",2015,250759000,43167
"109","Audubon",2016,243437000,42374
"110","Audubon",2017,254835000,44810
"111","Audubon",2018,274949000,48776
"112","Audubon",2019,280003000,49427
"113","Audubon",2020,291378000,51290
"114","Audubon",2021,365739000,64561
"115","Audubon",2022,386851000,69105
"116","Benton",2000,677817000,26764
"117","Benton",2001,697877000,27333
"118","Benton",2002,710146000,27494
"119","Benton",2003,710535000,27385
"120","Benton",2004,777323000,29690
"121","Benton",2005,787482000,29982
"122","Benton",2006,827185000,31648
"123","Benton",2007,912818000,35019
"124","Benton",2008,1003604000,38457
"125","Benton",2009,1010155000,38678
"126","Benton",2010,1050685000,40329
"127","Benton",2011,1114199000,42696
"128","Benton",2012,1143304000,44213
"129","Benton",2013,1177077000,45726
"130","Benton",2014,1206431000,46985
"131","Benton",2015,1241796000,48358
"132","Benton",2016,1251525000,48663
"133","Benton",2017,1293889000,50250
"134","Benton",2018,1332819000,51948
"135","Benton",2019,1374289000,53541
"136","Benton",2020,1422891000,55725
"137","Benton",2021,1630582000,63400
"138","Benton",2022,1785113000,69430
"139","Black Hawk",2000,3195184000,24959
"140","Black Hawk",2001,3266086000,25563
"141","Black Hawk",2002,3409093000,26869
"142","Black Hawk",2003,3476949000,27488
"143","Black Hawk",2004,3690791000,29134
"144","Black Hawk",2005,3793770000,29867
"145","Black Hawk",2006,4007913000,31438
"146","Black Hawk",2007,4218938000,33023
"147","Black Hawk",2008,4470088000,34597
"148","Black Hawk",2009,4492239000,34398
"149","Black Hawk",2010,4581776000,34930
"150","Black Hawk",2011,4885140000,37112
"151","Black Hawk",2012,5093312000,38597
"152","Black Hawk",2013,5097542000,38312
"153","Black Hawk",2014,5287881000,39595
"154","Black Hawk",2015,5393553000,40278
"155","Black Hawk",2016,5397651000,40489
"156","Black Hawk",2017,5531612000,41757
"157","Black Hawk",2018,5878409000,44537
"158","Black Hawk",2019,5924028000,45107
"159","Black Hawk",2020,6453677000,49252
"160","Black Hawk",2021,6847762000,52431
"161","Black Hawk",2022,6965825000,53471
"162","Boone",2000,732931000,27920
"163","Boone",2001,751079000,28614
"164","Boone",2002,785840000,30125
"165","Boone",2003,815907000,31103
"166","Boone",2004,868685000,32940
"167","Boone",2005,873369000,32957
"168","Boone",2006,943139000,35629
"169","Boone",2007,986889000,37167
"170","Boone",2008,1016982000,38443
"171","Boone",2009,1036875000,39335
"172","Boone",2010,1031657000,39253
"173","Boone",2011,1114482000,42313
"174","Boone",2012,1130719000,43106
"175","Boone",2013,1180438000,44663
"176","Boone",2014,1186304000,44798
"177","Boone",2015,1190879000,44621
"178","Boone",2016,1184154000,44355
"179","Boone",2017,1193847000,44540
"180","Boone",2018,1237452000,46341
"181","Boone",2019,1265590000,47354
"182","Boone",2020,1325357000,49639
"183","Boone",2021,1433049000,53520
"184","Boone",2022,1438527000,54062
"185","Bremer",2000,610142000,26173
"186","Bremer",2001,632882000,26924
"187","Bremer",2002,645678000,27610
"188","Bremer",2003,645314000,27403
"189","Bremer",2004,728563000,30705
"190","Bremer",2005,752240000,31563
"191","Bremer",2006,787813000,32752
"192","Bremer",2007,848543000,35010
"193","Bremer",2008,894467000,37020
"194","Bremer",2009,886992000,36678
"195","Bremer",2010,933156000,38419
"196","Bremer",2011,1012228000,41578
"197","Bremer",2012,1056906000,43263
"198","Bremer",2013,1051358000,42939
"199","Bremer",2014,1064822000,43379
"200","Bremer",2015,1093269000,44453
"201","Bremer",2016,1108183000,45043
"202","Bremer",2017,1150090000,46681
"203","Bremer",2018,1203641000,48601
"204","Bremer",2019,1239833000,49833
"205","Bremer",2020,1321464000,52852
"206","Bremer",2021,1447881000,57634
"207","Bremer",2022,1503963000,59542
"208","Buchanan",2000,505504000,23998
"209","Buchanan",2001,523311000,24977
"210","Buchanan",2002,525333000,25261
"211","Buchanan",2003,532118000,25556
"212","Buchanan",2004,584703000,27963
"213","Buchanan",2005,607847000,29180
"214","Buchanan",2006,637481000,30419
"215","Buchanan",2007,693808000,32930
"216","Buchanan",2008,727089000,34371
"217","Buchanan",2009,748676000,35624
"218","Buchanan",2010,777566000,37101
"219","Buchanan",2011,870452000,41794
"220","Buchanan",2012,872173000,41843
"221","Buchanan",2013,915844000,44010
"222","Buchanan",2014,904125000,43365
"223","Buchanan",2015,922008000,44419
"224","Buchanan",2016,918502000,44624
"225","Buchanan",2017,953931000,46202
"226","Buchanan",2018,998516000,48500
"227","Buchanan",2019,1003558000,48883
"228","Buchanan",2020,1050017000,50957
"229","Buchanan",2021,1192733000,57628
"230","Buchanan",2022,1244022000,60057
"231","Buena Vista",2000,504239000,24765
"232","Buena Vista",2001,519770000,25679
"233","Buena Vista",2002,527124000,26053
"234","Buena Vista",2003,519199000,25778
"235","Buena Vista",2004,574463000,28723
"236","Buena Vista",2005,568868000,28486
"237","Buena Vista",2006,586667000,29467
"238","Buena Vista",2007,637337000,32192
"239","Buena Vista",2008,723542000,36441
"240","Buena Vista",2009,693629000,34675
"241","Buena Vista",2010,756957000,37140
"242","Buena Vista",2011,851608000,41676
"243","Buena Vista",2012,896637000,43137
"244","Buena Vista",2013,909300000,43341
"245","Buena Vista",2014,908882000,43196
"246","Buena Vista",2015,903032000,43201
"247","Buena Vista",2016,795160000,37941
"248","Buena Vista",2017,838631000,40160
"249","Buena Vista",2018,887749000,43049
"250","Buena Vista",2019,862130000,41849
"251","Buena Vista",2020,921706000,44294
"252","Buena Vista",2021,1023166000,49269
"253","Buena Vista",2022,1119428000,54341
"254","Butler",2000,368335000,24076
"255","Butler",2001,382647000,25400
"256","Butler",2002,386648000,25904
"257","Butler",2003,383384000,25663
"258","Butler",2004,453592000,30270
"259","Butler",2005,458712000,30652
"260","Butler",2006,471142000,31555
"261","Butler",2007,521195000,34837
"262","Butler",2008,532258000,35586
"263","Butler",2009,531105000,36132
"264","Butler",2010,565455000,37912
"265","Butler",2011,654100000,43712
"266","Butler",2012,634467000,42385
"267","Butler",2013,639393000,42714
"268","Butler",2014,604573000,40434
"269","Butler",2015,608096000,40886
"270","Butler",2016,607645000,41379
"271","Butler",2017,625815000,42914
"272","Butler",2018,658534000,45400
"273","Butler",2019,664731000,46191
"274","Butler",2020,693994000,48423
"275","Butler",2021,823384000,57331
"276","Butler",2022,857359000,60085
"277","Calhoun",2000,259754000,23427
"278","Calhoun",2001,266895000,24445
"279","Calhoun",2002,271449000,25409
"280","Calhoun",2003,277244000,26434
"281","Calhoun",2004,319952000,30818
"282","Calhoun",2005,322877000,31568
"283","Calhoun",2006,328237000,32521
"284","Calhoun",2007,369041000,37101
"285","Calhoun",2008,410279000,41674
"286","Calhoun",2009,368982000,38102
"287","Calhoun",2010,397610000,39096
"288","Calhoun",2011,460455000,45513
"289","Calhoun",2012,452412000,45214
"290","Calhoun",2013,484551000,48281
"291","Calhoun",2014,452648000,45161
"292","Calhoun",2015,434659000,43375
"293","Calhoun",2016,435772000,43270
"294","Calhoun",2017,437347000,43595
"295","Calhoun",2018,466887000,46712
"296","Calhoun",2019,470505000,47060
"297","Calhoun",2020,485679000,49148
"298","Calhoun",2021,588417000,59532
"299","Calhoun",2022,625123000,64280
"300","Carroll",2000,568476000,26587
"301","Carroll",2001,592841000,27931
"302","Carroll",2002,596218000,28178
"303","Carroll",2003,598553000,28470
"304","Carroll",2004,678732000,32419
"305","Carroll",2005,675748000,32220
"306","Carroll",2006,715216000,34333
"307","Carroll",2007,753887000,36125
"308","Carroll",2008,819627000,39515
"309","Carroll",2009,787118000,37946
"310","Carroll",2010,845350000,40558
"311","Carroll",2011,942399000,44962
"312","Carroll",2012,946343000,45425
"313","Carroll",2013,986565000,47438
"314","Carroll",2014,984089000,47239
"315","Carroll",2015,1005929000,48276
"316","Carroll",2016,994526000,47681
"317","Carroll",2017,1022141000,49073
"318","Carroll",2018,1080334000,52067
"319","Carroll",2019,1067093000,51189
"320","Carroll",2020,1128741000,54473
"321","Carroll",2021,1255429000,60497
"322","Carroll",2022,1331815000,64755
"323","Cass",2000,374843000,25543
"324","Cass",2001,366203000,25276
"325","Cass",2002,373573000,26230
"326","Cass",2003,373911000,26193
"327","Cass",2004,416595000,29458
"328","Cass",2005,413176000,29508
"329","Cass",2006,426195000,30397
"330","Cass",2007,450481000,32205
"331","Cass",2008,497721000,35717
"332","Cass",2009,481435000,34514
"333","Cass",2010,488706000,35073
"334","Cass",2011,533208000,38638
"335","Cass",2012,540846000,39289
"336","Cass",2013,555771000,40665
"337","Cass",2014,561408000,41521
"338","Cass",2015,584727000,43281
"339","Cass",2016,565626000,42268
"340","Cass",2017,582987000,43607
"341","Cass",2018,605524000,45880
"342","Cass",2019,619405000,47326
"343","Cass",2020,651822000,49689
"344","Cass",2021,740764000,56698
"345","Cass",2022,773968000,59063
"346","Cedar",2000,518764000,28505
"347","Cedar",2001,527381000,29095
"348","Cedar",2002,536569000,29563
"349","Cedar",2003,543917000,29846
"350","Cedar",2004,577139000,31628
"351","Cedar",2005,575116000,31577
"352","Cedar",2006,618203000,33723
"353","Cedar",2007,666754000,36393
"354","Cedar",2008,721061000,39061
"355","Cedar",2009,713538000,38657
"356","Cedar",2010,726546000,39373
"357","Cedar",2011,817571000,44520
"358","Cedar",2012,852792000,46593
"359","Cedar",2013,887026000,48644
"360","Cedar",2014,895614000,48978
"361","Cedar",2015,915474000,50114
"362","Cedar",2016,919618000,50077
"363","Cedar",2017,934378000,50499
"364","Cedar",2018,983706000,53102
"365","Cedar",2019,991288000,53410
"366","Cedar",2020,1026633000,55521
"367","Cedar",2021,1155897000,62671
"368","Cedar",2022,1201891000,65324
"369","Cerro Gordo",2000,1241748000,26768
"370","Cerro Gordo",2001,1267026000,27638
"371","Cerro Gordo",2002,1290712000,28411
"372","Cerro Gordo",2003,1386034000,30521
"373","Cerro Gordo",2004,1510661000,33575
"374","Cerro Gordo",2005,1575281000,35209
"375","Cerro Gordo",2006,1598257000,35891
"376","Cerro Gordo",2007,1683251000,37859
"377","Cerro Gordo",2008,1769395000,39955
"378","Cerro Gordo",2009,1683360000,38051
"379","Cerro Gordo",2010,1714665000,38864
"380","Cerro Gordo",2011,1819106000,41265
"381","Cerro Gordo",2012,1935402000,44083
"382","Cerro Gordo",2013,1982827000,45243
"383","Cerro Gordo",2014,2148432000,49276
"384","Cerro Gordo",2015,2227569000,51246
"385","Cerro Gordo",2016,2171200000,49731
"386","Cerro Gordo",2017,2093501000,47939
"387","Cerro Gordo",2018,2151611000,49616
"388","Cerro Gordo",2019,2135491000,49337
"389","Cerro Gordo",2020,2251509000,52333
"390","Cerro Gordo",2021,2622857000,61338
"391","Cerro Gordo",2022,2874347000,67777
"392","Cherokee",2000,329163000,25283
"393","Cherokee",2001,352964000,27351
"394","Cherokee",2002,358197000,28238
"395","Cherokee",2003,364390000,28968
"396","Cherokee",2004,401313000,32079
"397","Cherokee",2005,426327000,34437
"398","Cherokee",2006,558909000,45756
"399","Cherokee",2007,626924000,51590
"400","Cherokee",2008,580670000,48333
"401","Cherokee",2009,461834000,38637
"402","Cherokee",2010,465355000,38392
"403","Cherokee",2011,529538000,43818
"404","Cherokee",2012,567879000,47100
"405","Cherokee",2013,579510000,48192
"406","Cherokee",2014,629268000,52452
"407","Cherokee",2015,647866000,55269
"408","Cherokee",2016,627425000,53801
"409","Cherokee",2017,617650000,53090
"410","Cherokee",2018,668143000,57381
"411","Cherokee",2019,622652000,53511
"412","Cherokee",2020,632271000,54212
"413","Cherokee",2021,781329000,67753
"414","Cherokee",2022,956526000,83241
"415","Chickasaw",2000,324935000,24676
"416","Chickasaw",2001,313397000,23757
"417","Chickasaw",2002,314293000,24287
"418","Chickasaw",2003,314228000,24607
"419","Chickasaw",2004,350434000,27613
"420","Chickasaw",2005,363637000,28950
"421","Chickasaw",2006,381938000,30305
"422","Chickasaw",2007,418338000,33360
"423","Chickasaw",2008,447261000,35864
"424","Chickasaw",2009,437922000,35132
"425","Chickasaw",2010,479903000,38658
"426","Chickasaw",2011,542423000,43656
"427","Chickasaw",2012,551275000,44739
"428","Chickasaw",2013,587607000,47695
"429","Chickasaw",2014,624606000,50736
"430","Chickasaw",2015,656842000,53721
"431","Chickasaw",2016,637982000,52349
"432","Chickasaw",2017,639943000,52844
"433","Chickasaw",2018,681186000,56380
"434","Chickasaw",2019,654676000,54226
"435","Chickasaw",2020,676585000,56429
"436","Chickasaw",2021,869387000,73064
"437","Chickasaw",2022,1044891000,89185
"438","Clarke",2000,193685000,21066
"439","Clarke",2001,195668000,21252
"440","Clarke",2002,200871000,21803
"441","Clarke",2003,211372000,22772
"442","Clarke",2004,227314000,24424
"443","Clarke",2005,239171000,26053
"444","Clarke",2006,249908000,27176
"445","Clarke",2007,264257000,28884
"446","Clarke",2008,288758000,31329
"447","Clarke",2009,280211000,30365
"448","Clarke",2010,290432000,31129
"449","Clarke",2011,303621000,32428
"450","Clarke",2012,311443000,33058
"451","Clarke",2013,322863000,34490
"452","Clarke",2014,331663000,35495
"453","Clarke",2015,354073000,37659
"454","Clarke",2016,349245000,36685
"455","Clarke",2017,367516000,38037
"456","Clarke",2018,387179000,39520
"457","Clarke",2019,378932000,38969
"458","Clarke",2020,416575000,42831
"459","Clarke",2021,446437000,45760
"460","Clarke",2022,468275000,48316
"461","Clay",2000,474962000,27360
"462","Clay",2001,474473000,27496
"463","Clay",2002,469271000,27465
"464","Clay",2003,488849000,28781
"465","Clay",2004,526771000,31060
"466","Clay",2005,527518000,31310
"467","Clay",2006,546892000,32530
"468","Clay",2007,594634000,35554
"469","Clay",2008,657272000,39365
"470","Clay",2009,621891000,37221
"471","Clay",2010,654715000,39341
"472","Clay",2011,731185000,43931
"473","Clay",2012,757011000,45543
"474","Clay",2013,758011000,45776
"475","Clay",2014,764059000,45920
"476","Clay",2015,793555000,47544
"477","Clay",2016,737571000,44626
"478","Clay",2017,746335000,45475
"479","Clay",2018,791665000,48082
"480","Clay",2019,804622000,48982
"481","Clay",2020,875578000,53601
"482","Clay",2021,975367000,59372
"483","Clay",2022,1021016000,61974
"484","Clayton",2000,446832000,24009
"485","Clayton",2001,459736000,24812
"486","Clayton",2002,463343000,25224
"487","Clayton",2003,474295000,25837
"488","Clayton",2004,513425000,27967
"489","Clayton",2005,515184000,28200
"490","Clayton",2006,529500000,28979
"491","Clayton",2007,577068000,31605
"492","Clayton",2008,618376000,33960
"493","Clayton",2009,591619000,32533
"494","Clayton",2010,638632000,35338
"495","Clayton",2011,724324000,40289
"496","Clayton",2012,749712000,41942
"497","Clayton",2013,751979000,42511
"498","Clayton",2014,776875000,44051
"499","Clayton",2015,792604000,45137
"500","Clayton",2016,788204000,45143
"501","Clayton",2017,829641000,47629
"502","Clayton",2018,840822000,48721
"503","Clayton",2019,869279000,50510
"504","Clayton",2020,923167000,54208
"505","Clayton",2021,1034767000,60701
"506","Clayton",2022,1098576000,64520
"507","Clinton",2000,1230538000,24552
"508","Clinton",2001,1278969000,25636
"509","Clinton",2002,1319313000,26567
"510","Clinton",2003,1324938000,26721
"511","Clinton",2004,1399102000,28266
"512","Clinton",2005,1424850000,28799
"513","Clinton",2006,1504252000,30397
"514","Clinton",2007,1594626000,32318
"515","Clinton",2008,1670019000,33873
"516","Clinton",2009,1670061000,33981
"517","Clinton",2010,1728170000,35202
"518","Clinton",2011,1850663000,37683
"519","Clinton",2012,1873270000,38447
"520","Clinton",2013,1873364000,38774
"521","Clinton",2014,1861848000,38834
"522","Clinton",2015,1936013000,40654
"523","Clinton",2016,1943378000,41071
"524","Clinton",2017,1957600000,41682
"525","Clinton",2018,2032829000,43671
"526","Clinton",2019,2089984000,44843
"527","Clinton",2020,2200713000,47396
"528","Clinton",2021,2394872000,51474
"529","Clinton",2022,2439029000,52629
"530","Crawford",2000,390515000,23047
"531","Crawford",2001,399696000,23567
"532","Crawford",2002,407593000,24003
"533","Crawford",2003,414839000,24470
"534","Crawford",2004,474987000,28038
"535","Crawford",2005,493760000,29182
"536","Crawford",2006,521357000,30908
"537","Crawford",2007,569731000,33650
"538","Crawford",2008,654442000,38768
"539","Crawford",2009,572807000,33806
"540","Crawford",2010,598342000,34877
"541","Crawford",2011,673865000,39256
"542","Crawford",2012,697790000,40553
"543","Crawford",2013,701479000,40715
"544","Crawford",2014,660082000,38833
"545","Crawford",2015,655975000,38873
"546","Crawford",2016,633922000,37564
"547","Crawford",2017,659483000,39260
"548","Crawford",2018,694695000,41408
"549","Crawford",2019,699149000,42204
"550","Crawford",2020,731781000,44377
"551","Crawford",2021,860812000,52996
"552","Crawford",2022,882106000,54711
"553","Dallas",2000,1255604000,30295
"554","Dallas",2001,1334158000,30880
"555","Dallas",2002,1390951000,30938
"556","Dallas",2003,1481938000,31452
"557","Dallas",2004,1766258000,35054
"558","Dallas",2005,1950033000,36764
"559","Dallas",2006,2209185000,39339
"560","Dallas",2007,2594549000,43854
"561","Dallas",2008,2872882000,46229
"562","Dallas",2009,3048393000,47270
"563","Dallas",2010,3286450000,49191
"564","Dallas",2011,3595313000,51356
"565","Dallas",2012,3893184000,53459
"566","Dallas",2013,4188994000,55238
"567","Dallas",2014,4548767000,57626
"568","Dallas",2015,4976595000,60565
"569","Dallas",2016,5228504000,60681
"570","Dallas",2017,5608979000,62679
"571","Dallas",2018,6063074000,65429
"572","Dallas",2019,6518541000,67378
"573","Dallas",2020,7111800000,70783
"574","Dallas",2021,7993870000,76813
"575","Dallas",2022,8634580000,79938
"576","Davis",2000,168805000,19757
"577","Davis",2001,161146000,18764
"578","Davis",2002,165518000,19278
"579","Davis",2003,168950000,19797
"580","Davis",2004,192998000,22410
"581","Davis",2005,198505000,23128
"582","Davis",2006,209538000,24311
"583","Davis",2007,221481000,25528
"584","Davis",2008,237335000,27359
"585","Davis",2009,241302000,27733
"586","Davis",2010,259425000,29554
"587","Davis",2011,273966000,31203
"588","Davis",2012,292387000,33538
"589","Davis",2013,306684000,34902
"590","Davis",2014,298238000,33968
"591","Davis",2015,292473000,33213
"592","Davis",2016,289403000,32404
"593","Davis",2017,315870000,35042
"594","Davis",2018,341749000,37901
"595","Davis",2019,353052000,38955
"596","Davis",2020,366363000,40207
"597","Davis",2021,419754000,45895
"598","Davis",2022,472043000,51702
"599","Decatur",2000,158308000,18312
"600","Decatur",2001,155920000,17986
"601","Decatur",2002,162124000,18845
"602","Decatur",2003,163264000,19040
"603","Decatur",2004,184035000,21449
"604","Decatur",2005,188733000,21900
"605","Decatur",2006,192284000,22421
"606","Decatur",2007,199375000,23267
"607","Decatur",2008,218320000,25815
"608","Decatur",2009,216155000,25412
"609","Decatur",2010,214730000,25518
"610","Decatur",2011,231463000,28124
"611","Decatur",2012,231716000,28241
"612","Decatur",2013,234210000,28667
"613","Decatur",2014,237819000,29187
"614","Decatur",2015,244239000,30295
"615","Decatur",2016,242480000,30451
"616","Decatur",2017,259517000,33089
"617","Decatur",2018,275394000,35420
"618","Decatur",2019,277416000,35977
"619","Decatur",2020,296623000,39004
"620","Decatur",2021,332782000,43444
